,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4
1580722644用户数据,0.641466719,0.648777459,0.588311075,0.540728456,0.568921724,0.589730942,0.629666369,0.591541285,0.59919966,0.629385891,0.587267528,0.613622498,0.561289359,0.608127308,0.603690125,0.608613192,0.594378225,0.578665807,0.632259322,0.571062712
1585819652用户数据,0.600698639,0.618895602,0.617288393,0.607588094,0.623169885,0.646543097,0.611145399,0.596315605,0.608802776,0.621043562,0.588225021,0.61172648,0.585255364,0.582605618,0.562909574,0.491921055,0.597304268,0.576421435,0.56349517,0.562983152
1587190274用户数据,0.675402225,0.608571341,0.597997804,0.59781838,0.567461402,0.623150232,0.600155,0.616897554,0.621075033,0.603028351,0.614247929,0.508744001,0.614247929,0.583928406,0.650165974,0.614247929,0.580050319,0.608293563,0.625229887,0.614247929
1591079154用户数据,0.59513848,0.615123725,0.594764528,0.600296944,0.60373594,0.589840929,0.601298438,0.593366002,0.610232474,0.645766365,0.645084504,0.612754063,0.596647207,0.601563406,0.582791777,0.607773687,0.615601709,0.653222555,0.660717207,0.637922521
1597194915用户数据,0.582728358,0.580585328,0.617757344,0.620754568,0.600031698,0.602231732,0.618787964,0.622273569,0.60903263,0.603429834,0.611180394,0.603171303,0.613106032,0.596447911,0.600030491,0.615837118,0.599166806,0.594841274,0.614800499,0.602278184
1597677921用户数据,0.600250431,0.601010414,0.599340275,0.609848386,0.609077785,0.587549708,0.602503346,0.575361745,0.600429429,0.575866786,0.598402779,0.59720899,0.593683789,0.582749742,0.595156674,0.596349883,0.604769501,0.604057381,0.600105112,0.59936993
1603566560用户数据,0.58420187,0.60944466,0.597291718,0.606345963,0.614961628,0.607429049,0.59868526,0.613002032,0.572728143,0.580902665,0.615305334,0.596180736,0.616962688,0.596744825,0.565424425,0.61240623,0.620132298,0.596968527,0.623168258,0.579641208
1606013911用户数据,0.532699783,0.610374635,0.605698526,0.600824826,0.574021219,0.622182069,0.613583956,0.61208808,0.603932835,0.607391099,0.613126217,0.5973465,0.620279736,0.629851311,0.59570677,0.652208054,0.614247929,0.593860892,0.614247929,0.592919659
1609206713用户数据,0.513196278,0.60581247,0.579892724,0.59310529,0.603452808,0.575430479,0.621072781,0.656324984,0.649130028,0.579077981,0.576749256,0.591118321,0.531776954,0.614247929,0.592118701,0.556538001,0.590246702,0.612220079,0.60417294,0.614193125
1611807794用户数据,0.610236668,0.619467854,0.581476799,0.632425743,0.624280193,0.605095133,0.60005494,0.59893115,0.592367177,0.592904106,0.59685475,0.59389897,0.645526261,0.56227589,0.623223809,0.608377646,0.727963008,0.544154623,0.613940829,0.553612
1619548224用户数据,0.614247929,0.614247929,0.633397246,0.574865545,0.529166044,0.614247929,0.631840037,0.633938121,0.603769919,0.603822293,0.673004458,0.619609535,0.640064024,0.622270912,0.60123651,0.607920996,0.598831215,0.641686972,0.709879892,0.643277726
1621558035用户数据,0.579508317,0.616569744,0.600510226,0.611107149,0.601145349,0.622753493,0.58843197,0.631966086,0.643924292,0.578831716,0.595912171,0.65428675,0.618634698,0.658936695,0.616279696,0.564879095,0.592910261,0.590729661,0.590784175,0.594615968
1622156521用户数据,0.56181733,0.599400331,0.567456069,0.60821001,0.58993717,0.592818744,0.612194987,0.602920193,0.610579152,0.604942279,0.599817442,0.596278239,0.589736375,0.601296515,0.599647043,0.591081442,0.587794372,0.574474144,0.595554013,0.605897831
1624516687用户数据,0.613310746,0.599245252,0.618192691,0.587419038,0.601194113,0.583103145,0.595496799,0.613906511,0.626232229,0.621282793,0.612432627,0.545023795,0.57048213,0.461206604,0.589595297,0.566876327,0.596943139,0.617616403,0.564949852,0.580175095
1626741273用户数据,0.581475968,0.617682679,0.61624174,0.621170997,0.652867006,0.620266309,0.630734482,0.605429979,0.629473711,0.637726579,0.620067478,0.617702682,0.606159807,0.613936137,0.592727231,0.674894524,0.649046555,0.609700449,0.620493639,0.615823028
1627078941用户数据,0.6223644,0.621069659,0.627068194,0.553455465,0.596324252,0.626573885,0.644745509,0.645509483,0.663526547,0.652850082,0.62467012,0.668978127,0.632453054,0.598421124,0.593669428,0.547131627,0.588329136,0.614982973,0.617759903,0.63695142
1627103403用户数据,0.592863675,0.591191046,0.5989504,0.592519983,0.593235028,0.586800096,0.598281251,0.596775931,0.588815275,0.619362146,0.575976133,0.600081676,0.597660223,0.590467431,0.579887207,0.598748411,0.615856385,0.600887502,0.589692931,0.596450356
1627121814用户数据,0.617760704,0.616726523,0.613636606,0.607441764,0.614652654,0.627087947,0.607838527,0.585881464,0.577054199,0.59203169,0.647921041,0.530840204,0.618443829,0.560228588,0.599877098,0.608088578,0.607016999,0.610780588,0.626753274,0.613863348
1627799322用户数据,0.706841997,0.636551993,0.619913729,0.575195268,0.648536929,0.578966296,0.717168811,0.669471555,0.626980632,0.654916278,0.597078486,0.65193715,1.109916955,0.614247929,0.675441636,0.614247929,0.561241634,0.624971142,0.537742017,0.614247929
1628926102用户数据,0.571949951,0.588473375,0.609322882,0.568618151,0.549854182,0.53027977,0.555001534,0.522453661,0.637217231,0.614247929,0.600889754,0.631552806,0.614247929,0.578487552,0.556196928,0.614247929,0.471581895,0.614247929,0.614247929,0.603301175
1631643713用户数据,0.639595875,0.638640267,0.635073452,0.622069357,0.638695798,0.629513372,0.633252897,0.629724931,0.628547426,0.646867777,0.647289593,0.731769423,0.662842931,0.649397789,0.615771101,0.605285204,0.670156376,0.598537757,0.605718701,0.608273978
1634437914用户数据,0.605134927,0.692527068,0.632267497,0.601158421,0.612753343,0.592821858,0.626407408,0.60113115,0.594796077,0.628345648,0.52619478,0.632052488,0.560067365,0.644679412,0.63480444,0.565415356,0.621303469,0.596908149,0.634321587,0.649733466
1640148590用户数据,0.719690667,0.69028006,0.592769997,0.634719712,0.588756157,0.63251771,0.638420968,0.537738225,0.644074449,0.588002214,0.584581015,0.655394564,0.614847551,0.61756053,0.609963067,0.678997777,0.616146324,0.5518023,0.662778066,0.715669911
1641459997用户数据,0.594464151,0.618802173,0.613488799,0.635457675,0.643539698,0.614247929,0.608711317,0.574750513,0.569339227,0.566797237,0.609417635,0.580136759,0.674717172,0.599448778,0.605165861,0.614586204,0.58707359,0.594380134,0.586592471,0.573288169
1644873211用户数据,0.610203754,0.632192775,0.599642711,0.612298184,0.614247929,0.600671771,0.589769196,0.645918675,0.614247929,0.671125178,0.618096507,0.615453923,0.604137541,0.601018345,0.620732644,0.631002318,0.556828895,0.573427981,0.614247929,0.645523317
1645000321用户数据,0.602494079,0.675244776,0.593763305,0.575485335,0.626311507,0.607274829,0.590486384,0.603245832,0.641679362,0.58542163,0.585198806,0.582601408,0.604578781,0.570404429,0.604858803,0.593541939,0.616117014,0.599446043,0.588027074,0.588110832
1646562913用户数据,0.568298564,0.606968096,0.569932307,0.597561702,0.608945159,0.59305117,0.593619362,0.583019039,0.616896029,0.608133901,0.634036917,0.574912467,0.607048299,0.592406602,0.533126486,0.620884903,0.599272457,0.585742206,0.571728184,0.614247929
1647626687用户数据,0.612958138,0.591133315,0.599294986,0.62234197,0.614247929,0.658182403,0.614247929,0.578910399,0.572821255,0.587744781,0.616021628,0.585203384,0.55745547,0.597420534,0.608420543,0.547173922,0.55304178,0.599019609,0.600282465,0.582015879
1648765635用户数据,0.62073055,0.622085367,0.570344671,0.550757983,0.537191182,0.624098039,0.623680963,0.630030685,0.637259486,0.63262201,0.652814042,0.658027201,0.629648087,0.617012168,0.563662138,0.569650487,0.59696823,0.595235717,0.62177872,0.678588144
1649276742用户数据,0.605470875,0.594948349,0.539229839,0.555147613,0.661222194,0.45089071,0.595068735,0.560990178,0.659366301,0.564702836,0.62201022,0.640200242,0.564402745,0.613326224,0.689349296,0.573076982,0.585315557,0.591586281,0.651751786,0.65117146
1649977010用户数据,0.607420306,0.624803363,0.608804911,0.613202544,0.614746361,0.610921685,0.583977741,0.648270188,0.598407976,0.596155252,0.59498379,0.603305255,0.584695617,0.614458724,0.601732036,0.594866609,0.579982276,0.602673064,0.637005089,0.586968373
1651328037用户数据,0.58063534,0.648896842,0.597656009,0.62701636,0.576233113,0.5967976,0.594466519,0.608079871,0.611061275,0.600813489,0.648592357,0.65350403,0.787841157,0.641501289,0.592237542,0.6014596,0.590612948,0.599947597,0.599495552,0.578688182
1651886480用户数据,0.61981087,0.626403614,0.623309176,0.621690892,0.622990018,0.624845575,0.607733572,0.648536929,0.607772389,0.597594708,0.64625677,0.569867288,0.64027266,0.624406762,0.62294116,0.597998838,0.614247929,0.637199815,0.611361002,0.62807509
1653061340用户数据,0.591059136,0.611689827,0.63697697,0.621164737,0.598374885,0.622290339,0.643976594,0.593087366,0.570387638,0.594784569,0.624765562,0.595115211,0.636085923,0.628431799,0.59184947,0.579101743,0.584621888,0.589285638,0.617018893,0.606018065
1656506314用户数据,0.637932096,0.614247929,0.626311544,0.681685892,0.614247929,0.614247929,0.614247929,0.579286474,0.614247929,0.595529514,0.598469775,0.572280371,0.588224719,0.597775844,0.651798613,0.568223767,0.609921836,0.590513767,0.625214805,0.591577112
1657576921用户数据,0.592029828,0.594024347,0.697191175,0.623680985,0.639281718,0.60640967,0.597467905,0.614247929,0.614247929,0.602684405,0.672827228,0.594676649,0.657998588,0.615358293,0.603458634,0.56917989,0.619180931,0.614247929,0.551180533,0.633318729
1659523137用户数据,0.591358369,0.63466138,0.743772756,0.624828823,0.684677239,0.623276294,0.610938682,0.739844576,0.684143684,0.626937997,0.643957921,0.650304403,0.709908015,0.640745429,0.601245705,0.636252389,0.671608331,0.655364032,0.652315798,0.623808153
1659624684用户数据,0.615756002,0.612305579,0.605729586,0.606363664,0.598650816,0.602375481,0.617476525,0.618527322,0.607850485,0.626991155,0.614247929,0.614247929,0.599460461,0.600634734,0.614247929,0.605160711,0.584563507,0.621126867,0.616928732,0.625634548
1659826754用户数据,0.639229915,0.614247929,0.724396601,0.614247929,0.606707859,0.627528013,0.665085778,0.61534332,0.631521368,0.614247929,0.652294278,0.622242974,0.626308373,0.623474168,0.603783992,0.617946804,0.619805542,0.628663928,0.619806803,0.615693023
1660314492用户数据,0.626674925,0.618978847,0.629974154,0.661894022,0.63400443,0.610783195,0.591335515,0.606129894,0.61570842,0.604759141,0.578572003,0.622167796,0.590491563,0.607408407,0.619440528,0.643568109,0.559059679,0.650165974,0.614247929,0.592161973
1660768652用户数据,0.584484599,0.625346536,0.586349879,0.601547105,0.601963409,0.58010003,0.615385989,0.618421846,0.593435712,0.606133941,0.595558362,0.601088055,0.587919988,0.603452887,0.602328245,0.604664661,0.59851906,0.605378342,0.612203686,0.592056641
1662184707用户数据,0.657767927,0.711515357,0.737264457,0.699053102,0.644009992,0.712398533,0.614247929,0.632745608,0.682201868,0.676292605,0.684197489,0.650429261,0.702116878,0.756624641,0.71560237,0.609156891,0.681496859,0.703069355,0.653508523,0.614247929
1662434732用户数据,0.592288978,0.48285878,0.518680377,0.478682304,0.62188682,0.577391649,0.590732191,0.582533161,0.614990938,0.590381311,0.59217958,0.595338037,0.603854538,0.569086749,0.600451781,0.601627382,0.614247929,0.614247929,0.86866345,0.78199774
1665277525用户数据,0.605305343,0.588209356,0.610737966,0.607883265,0.576315544,0.614622537,0.607489232,0.627079002,0.62536388,0.614247929,0.570076016,0.614247929,0.614247929,0.574811456,0.614247929,0.640946234,0.617555773,0.58334839,0.617245925,0.616430643
1665557452用户数据,0.60048006,0.610940648,0.585768921,0.608325438,0.603372756,0.614472142,0.592060949,0.603626149,0.605880256,0.614247929,0.597122881,0.612554511,0.606936716,0.60561942,0.599567633,0.603482128,0.603696257,0.600117376,0.584202669,0.593527666
1669755035用户数据,0.593293895,0.601126338,0.618927902,0.582327946,0.592793734,0.596021311,0.586697981,0.614247929,0.617412156,0.587619934,0.584517807,0.586517944,0.614247929,0.604890566,0.587733236,0.616802152,0.608379038,0.611382859,0.604401604,0.603784976
1671491915用户数据,0.613779437,0.629917739,0.633844661,0.618499866,0.629586928,0.615458001,0.613668419,0.594765138,0.597344927,0.614121805,0.604216573,0.595573469,0.602960449,0.618514444,0.579677274,0.610753784,0.602582608,0.606054091,0.585659394,0.604014483
1671760233用户数据,0.556615245,0.568703308,0.57404779,0.564733444,0.622889448,0.551266643,0.58834165,0.607988575,0.585764157,0.60265713,0.584072663,0.58585731,0.584642621,0.589318642,0.590567608,0.593708335,0.598885199,0.589271724,0.598607349,0.593223216
1675972293用户数据,0.614247929,0.61795981,0.563007873,0.55958982,0.667989861,0.609391552,0.626583433,0.627165532,0.615422169,0.627571965,0.594112777,0.589566122,0.634731253,0.587202639,0.636575362,0.614247929,0.627333296,0.613043636,0.581350004,0.59634229
1678775743用户数据,0.535720084,0.60890268,0.559263819,0.622832112,0.585070152,0.60252451,0.584920934,0.571341683,0.578513502,0.654245351,0.582797042,0.579500584,0.528861598,0.58501432,0.595741854,0.601520813,0.565935901,0.57222623,0.573430523,0.5720917
1679087104用户数据,0.56524547,0.570912892,0.611280237,0.587871583,0.549179015,0.504782391,0.561755123,0.583623896,0.548613747,0.584923627,0.584004162,0.60075732,0.578290239,0.609637117,0.569821355,0.589551196,0.58881535,0.580864449,0.577865276,0.612340357
1680212422用户数据,0.603759203,0.616270213,0.612516314,0.602651211,0.603191586,0.590932023,0.60633125,0.607045773,0.602257473,0.605443627,0.605097548,0.605184924,0.647797891,0.611520082,0.606955143,0.612192088,0.604133426,0.60789987,0.610952183,0.598425922
1681747420用户数据,0.609648968,0.597604172,0.577369011,0.613345287,0.594073215,0.590397904,0.583910092,0.614901428,0.59450709,0.623362508,0.598357033,0.613736061,0.603579908,0.559846357,0.590619587,0.59603281,0.5928816,0.573994857,0.610300422,0.596778329
1683139981用户数据,0.619770324,0.639986808,0.575413552,0.632826301,0.58724952,0.567722828,0.582953408,0.584340531,0.622032142,0.576499604,0.574506502,0.516893634,0.477858654,0.489611402,0.59438381,0.572001233,0.576329306,0.50780776,0.604682994,0.564644702
1683150204用户数据,0.54199387,0.606166046,0.618848805,0.610210402,0.606317083,0.599524,0.637422247,0.6143649,0.585016391,0.61770156,0.591154717,0.576375864,0.578402554,0.579160899,0.530003564,0.578323067,0.567398109,0.59258445,0.579915633,0.607271523
1683597657用户数据,0.55105967,0.595254677,0.614606786,0.637804237,0.632267272,0.594190814,0.612358673,0.563117709,0.634645831,0.564929114,0.630660294,0.604263985,0.533544543,0.609058084,0.576671377,0.600910079,0.624865545,0.677168859,0.524330467,0.607927123
1685047997用户数据,0.614247929,0.635758121,0.576705275,0.62298132,0.632841959,0.590368247,0.657727668,0.634483716,0.612316613,0.612082033,0.617666903,0.631347497,0.602196509,0.587791732,0.602455738,0.590229448,0.598267917,0.607979319,0.591913944,0.594499849
1685057511用户数据,0.641986703,0.641761499,0.603851354,0.642495494,0.635910876,0.524061974,0.593080982,0.614340376,0.644584419,0.616384554,0.622227298,0.681877371,0.598275726,0.614247929,0.607588629,0.632837648,0.644274622,0.645225399,0.649938753,0.619727426
1686007332用户数据,0.598601947,0.587931128,0.678045335,0.600988814,0.58710067,0.614247929,0.614247929,0.588593058,0.570400607,0.612860849,0.541208139,0.606753022,0.777402384,0.518303478,0.589200903,0.569560909,0.654045966,0.581678483,0.596397645,0.658147317
1687909742用户数据,0.621325744,0.741367717,0.578202338,0.619413152,0.615271112,0.609768264,0.598680347,0.608544221,0.59208007,0.577712151,0.63126432,0.569968208,0.61082753,0.594549336,0.603206983,0.541496114,0.611027604,0.557213729,0.598038104,0.579022089
1689109621用户数据,0.566099068,0.683603898,0.70638833,0.614247929,0.641821906,0.88961961,0.696887699,0.63845753,0.457558871,0.632306828,0.554500731,0.649860329,0.613640625,0.615286715,0.725678211,0.576386289,0.590190838,0.68014964,0.675625924,0.614247929
1689988150用户数据,0.599455297,0.569074056,0.549778077,0.584408251,0.576476508,0.580842564,0.610476433,0.625737148,0.660379127,0.615708098,0.575840623,0.585203384,0.614809388,0.53543012,0.587744781,0.563894599,0.611968751,0.594146079,0.573097027,0.566474716
1690032813用户数据,0.553710716,0.613411782,0.618454833,0.621420013,0.595077414,0.586998166,0.59028533,0.609121738,0.58259579,0.634591437,0.600541366,0.616586677,0.648971162,0.624127583,0.595095211,0.587848458,0.615958304,0.58203471,0.58860239,0.608696948
1690643632用户数据,0.606755164,0.591304691,0.662687537,0.663563186,0.672209636,0.630282299,0.635171194,0.682825176,0.659347648,0.629319091,0.62802837,0.624373395,0.609038013,0.604708938,0.572447557,0.547430505,0.600622277,0.61544898,0.587956193,0.63418691
1692645044用户数据,0.605991151,0.59896935,0.619426707,0.606877711,0.613547249,0.607506079,0.627381545,0.6127347,0.634644864,0.652043086,0.638946082,0.640818333,0.620047189,0.606438733,0.593862228,0.550897057,0.576749737,0.628237428,0.655467331,0.67779524
1693105130用户数据,0.605799473,0.601800227,0.596441141,0.607394354,0.5880103,0.561397693,0.618116586,0.608339169,0.558299552,0.590656098,0.590957857,0.602401612,0.59288432,0.58061537,0.595259616,0.59711729,0.610765064,0.594748995,0.592040522,0.60318958
1694132063用户数据,0.62144063,0.634786307,0.616177357,0.636669191,0.640578429,0.617880958,0.648804248,0.642642742,0.672827228,0.616754418,0.5810649,0.628698071,0.627943574,0.605329137,0.626549879,0.588369938,0.62256911,0.595649229,0.595777396,0.646947547
1695411823用户数据,0.595546484,0.62787565,0.646721632,0.631537968,0.594040892,0.591413419,0.655655448,0.587272327,0.613898882,0.622018341,0.63285194,0.64409118,0.589926806,0.605755345,0.609455521,0.602905057,0.606238893,0.578854391,0.56128163,0.600572335
1696601160用户数据,0.618472881,0.655304078,0.648441166,0.617219145,0.626377436,0.614091045,0.581276052,0.665797735,0.601775867,0.609759255,0.600996355,0.614247929,0.637058904,0.619312582,0.570188918,0.625091982,0.609965125,0.596457829,0.616430662,0.631262252
1696683171用户数据,0.591536451,0.648620239,0.59817804,0.561853287,0.619549861,0.598763856,0.55704074,0.588141068,0.585826289,0.609544233,0.583839345,0.613287818,0.593266089,0.588320933,0.617310351,0.597309448,0.606828835,0.61359036,0.594475328,0.598309053
